"AreaTableId","MapId","ParentAreaTableId","AreaBit","Flags","Col5","Flag2","SoundProviderPref","SoundProviderPrefUnderwater","Col09","AmbienceID","ZoneMusic","ZoneName","STRING_FLAGS1","Team","LiquidTypeOverride1","LiquidTypeOverride2","LiquidTypeOverride3","LiquidTypeOverride4","MinElevation","AmbientMultiplier","MountFlags","UwIntroSound","UwAmbience","WorldPvpId","PvpCombatWorldStateID","WildBattlePetLevelMin","WildBattlePetLevelMax","WindSettingsID","Col29"
1737,0,5287,736,2.003922,0,0,0,0,716,20775,0,40,"Mistvale Valley",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1738,0,5287,737,2.003922,0,0,0,0,0,20806,639,43,"Nek'mani Wellspring",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1739,0,5287,738,2.003922,0,0,89,567,964,20845,0,42,"Hardwrench Hideaway",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1740,0,33,739,2.003922,0,0,0,579,0,20883,0,36,"Venture Co. Base Camp",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1741,0,5287,740,2.003922,0,0,0,0,716,20924,0,43,"Gurubashi Arena",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1742,0,5287,741,2.003922,0,0,0,0,0,20955,0,0,"Spirit Den",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1757,0,5287,742,2.003922,0,0,0,567,0,20976,0,0,"The Crimson Veil",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1758,0,5287,743,2.003922,0,0,0,567,0,21008,0,0,"The Riptide",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1759,0,5287,744,2.003922,0,0,0,567,0,21031,0,0,"The Damsel's Luck",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1760,0,33,745,2.003922,0,0,0,579,0,21065,0,0,"Venture Co. Operations Center",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1761,1,361,746,2.003922,0,0,89,0,194,21122,0,47,"Deadwood Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1762,1,361,747,2.003922,0,0,89,0,194,21155,0,54,"Felpaw Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1763,1,361,748,2.003922,0,0,0,0,193,21184,161,51,"Jaedenar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1764,1,361,749,2.003922,0,0,89,0,193,21193,0,0,"Bloodvenom River",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1765,1,361,750,2.003922,0,0,89,0,193,21226,0,52,"Bloodvenom Falls",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1766,1,361,751,2.003922,0,0,0,0,0,21259,0,53,"Shatter Scar Vale",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1767,1,361,752,2.003922,0,0,0,0,0,21293,0,53,"Irontree Woods",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1768,1,361,753,2.003922,0,0,0,0,0,21322,0,0,"Irontree Cavern",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1769,1,361,754,2.003922,0,0,0,0,0,17998,0,54,"Timbermaw Hold",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1770,1,361,755,2.003922,0,0,0,0,0,21368,0,0,"Shadow Hold",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1771,1,361,756,2.003922,0,0,0,0,0,21391,0,0,"Shrine of the Deceiver",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1777,0,8,757,2.003922,0,0,0,0,0,21434,0,54,"Purespring Cavern",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1778,0,8,758,2.003922,0,0,0,0,0,21467,0,53,"Sorrowmurk",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1779,0,8,759,2.003922,0,0,89,0,0,21478,0,0,"Draenil'dur Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1780,0,8,760,2.003922,0,0,0,0,0,21517,0,53,"Splinterspear Junction",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1797,0,8,761,2.003922,0,0,0,0,0,21562,0,53,"Stagalbog",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1798,0,8,762,2.003922,0,0,0,0,0,21572,0,54,"The Shifting Mire",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1817,0,8,763,2.003922,0,0,0,0,0,21606,0,53,"Stagalbog Cave",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1837,0,45,764,2.003922,0,0,0,0,3,21635,0,0,"Witherbark Caverns",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1857,0,45,765,2.003922,0,0,0,0,0,6972,0,32,"Thoradin's Wall",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1858,0,45,766,2.003922,0,0,89,0,0,21672,0,32,"Boulder'gor",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1877,0,3,767,2.003922,0,0,0,0,0,21684,0,42,"Valley of Fangs",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1878,0,3,768,2.003922,0,0,0,0,0,21714,0,39,"The Dustbowl",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1879,0,3,769,2.003922,0,0,0,0,0,21739,0,40,"Mirage Flats",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1880,0,47,770,2.003922,0,0,89,0,0,21764,0,0,"Featherbeard's Hovel",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1881,0,47,771,2.003922,0,0,0,0,0,21805,0,0,"Shindigger's Camp",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1882,0,47,772,2.003922,0,0,0,0,0,21840,0,45,"Plaguemist Ravine",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1883,0,47,773,2.003922,0,0,0,0,0,21875,0,48,"Valorwind Lake",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1884,0,47,774,2.003922,0,0,89,0,672,21904,0,46,"Agol'watha",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1885,0,47,775,2.003922,0,0,0,0,673,21915,0,33,"Hiri'watha Research Station",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1886,0,47,776,2.003922,0,0,0,0,673,21969,0,47,"The Creeping Ruin",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1887,0,47,777,2.003922,0,0,89,0,0,22003,0,0,"Bogen's Ledge",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1897,0,3,778,2.003922,0,0,0,0,0,22030,0,36,"The Maker's Terrace",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1898,0,3,779,2.003922,0,0,89,0,0,22068,0,39,"Dustwind Gulch",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1917,0,47,780,2.003922,0,0,0,0,674,22097,0,49,"Shaol'watha",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1937,1,440,781,2.003922,0,0,0,567,0,22109,0,42,"Noonshade Ruins",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1938,1,440,782,2.003922,0,0,89,567,0,22140,0,45,"Broken Pillar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1939,1,440,783,2.003922,0,0,89,0,0,22167,0,45,"Abyssal Sands",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1940,1,440,784,2.003922,0,0,0,567,0,22194,710,49,"Southbreak Shore",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1941,1,0,785,16448,0,0,89,0,0,22227,0,0,"Caverns of Time",0,0,0,0,0,-500,1,0,15,0,0,675,0,0,0,0
1942,1,490,786,2.003922,0,0,0,0,0,22257,0,48,"The Marshlands",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1943,1,490,787,2.003922,0,0,0,0,0,22286,0,50,"Ironstone Plateau",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1957,0,51,788,2.003922,0,0,89,0,721,22321,0,47,"Blackchar Cave",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1958,0,51,789,2.003922,0,0,0,0,0,22350,0,43,"Tanner Camp",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1959,0,51,790,2.003922,0,0,89,0,721,22373,0,45,"Dustfire Valley",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1977,859,0,791,0,4,0,11,32,986,22404,886,0,"Zul'Gurub",0,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
1978,0,8,792,2.003922,0,0,0,0,0,22413,0,53,"Misty Reed Post",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1997,1,361,793,2.503922,0,0,89,0,698,22443,0,0,"Bloodvenom Post ",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
1998,1,361,794,2.003922,0,0,0,0,697,22475,0,53,"Talonbranch Glade ",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2017,329,0,795,0,4,0,0,37,0,22511,0,0,"Stratholme",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2037,0,0,796,16448,0,0,0,0,0,22522,0,0,"Quel'thalas",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2057,289,0,797,0,0,0,0,37,15,22534,0,0,"ScholomanceOLD",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2077,1,148,798,2.003922,0,0,0,623,867,22561,0,0,"Twilight Vale",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2078,1,148,799,2.003922,0,0,0,583,873,22588,0,0,"Twilight Shore",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2079,1,15,800,2.003922,0,0,89,600,684,22617,0,61,"Alcaz Island",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2097,1,400,801,2.003922,0,0,89,0,751,22642,0,43,"Darkcloud Pinnacle",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2098,0,10,802,2.003922,0,0,89,0,771,22679,0,0,"Dawning Wood Catacombs",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2099,0,44,803,2.003922,0,0,0,0,0,22723,0,0,"Stonewatch Keep",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2100,349,0,804,0,4,0,0,0,7,22754,0,0,"Maraudon",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2101,0,38,805,2.003922,0,0,0,0,0,22763,0,0,"Stoutlager Inn",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2102,0,1,806,2.003922,0,0,0,0,0,22792,0,0,"Thunderbrew Distillery",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2103,0,11,807,2.003922,0,0,0,0,0,22837,0,0,"Menethil Keep",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2104,0,11,808,64.125,0,0,89,0,0,22864,0,0,"Deepwater Tavern",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2117,0,85,809,2.003906,0,0,0,0,0,22897,0,0,"Shadow Grave",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2118,0,85,810,2.003922,0,0,89,0,0,22922,0,0,"Brill Town Hall",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2119,0,85,811,2.003922,0,0,0,0,0,22952,0,0,"Gallows' End Tavern",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2137,1,215,812,2.003922,0,0,0,0,0,22990,0,0,"The Pools of VisionUNUSED",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2138,1,17,813,2.003922,0,0,89,0,10,23039,0,0,"Dreadmist Den",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2157,1,17,814,2.003922,0,0,89,0,0,23066,0,0,"Bael'dun Keep [UNUSED]",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2158,1,15,815,2.003922,0,0,89,0,0,23102,0,0,"Emberstrife's Den",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2159,1,0,816,16384,4,0,0,33,237,23137,0,0,"Onyxia's Lair",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2160,1,406,817,2.003922,0,0,0,630,0,23164,0,26,"Windshear Mine",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2161,0,10,818,2.003922,0,0,0,0,769,23193,0,0,"Roland's Doom",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2177,0,5287,819,2.003956,0,0,89,0,0,23220,325,0,"Battle Ring",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2197,1,1638,820,2.003922,0,0,0,0,0,23243,0,0,"The Pools of Vision",4,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2198,1,405,821,2.003922,0,0,0,0,886,23280,0,30,"Shadowbreak Ravine",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2217,1,405,822,2.003922,0,0,89,0,0,23317,0,0,"Broken Spear Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2237,1,400,823,2.003922,0,0,0,0,0,23357,0,28,"Whitereach Post",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2238,1,400,824,2.003922,0,0,0,0,0,23388,0,0,"Gornia",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2239,1,400,825,2.003922,0,0,0,0,0,23395,0,0,"Zane's Eye Crater",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2240,1,400,826,2.003922,0,0,0,0,0,23429,0,0,"Mirage Raceway",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2241,1,618,827,2.003922,0,0,0,0,0,23458,0,57,"Frostsaber Rock",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2242,1,618,828,2.003922,0,0,0,0,0,23489,0,58,"The Hidden Grove",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2243,1,618,829,2.003922,0,0,0,0,0,23521,0,55,"Timbermaw Post",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2244,1,618,830,2.003922,0,0,0,0,0,23550,0,57,"Winterfall Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2245,1,618,831,2.003922,0,0,0,0,223,23587,301,56,"Mazthoril",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2246,1,618,832,2.003922,0,0,0,0,0,23597,0,55,"Frostfire Hot Springs",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2247,1,618,833,2.003922,0,0,0,0,0,23639,0,56,"Ice Thistle Hills",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2248,1,618,834,2.003922,0,0,89,0,0,23673,0,0,"Dun Mandarr",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2249,1,618,835,2.003922,0,0,0,0,678,23696,0,60,"Frostwhisper Gorge",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2250,1,618,836,2.003922,0,0,0,0,0,23733,0,56,"Owl Wing Thicket",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2251,1,618,837,2.003922,0,0,0,0,678,23765,0,56,"Lake Kel'Theril",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2252,1,618,838,2.003922,0,0,0,0,678,23796,0,0,"The Ruins of Kel'Theril",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2253,1,618,839,2.003922,0,0,0,0,679,23841,103,55,"Starfall Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2254,1,618,840,2.003922,0,0,89,0,0,23874,0,0,"Ban'Thallow Barrow Den",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2255,1,618,841,2.503922,0,0,89,0,680,23918,0,55,"Everlook",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2256,1,618,842,2.003922,0,0,89,37,838,23927,0,60,"Darkwhisper Gorge",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2257,369,0,843,0,0,0,89,0,0,23962,0,0,"Deeprun Tram",2,0,0,0,0,-500,0,0,13,0,0,675,0,0,0,0
2258,0,139,844,2.003922,0,0,0,0,0,23987,0,58,"The Fungal Vale",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2259,0,139,845,2.003922,0,0,0,0,0,24017,0,0,"UNUSEDThe Marris Stead",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2260,0,139,846,2.003922,0,0,0,0,0,24061,0,54,"The Marris Stead",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2261,0,139,847,2.003922,0,0,0,0,783,24093,0,54,"The Undercroft",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2262,0,139,848,2.003922,0,0,89,0,776,24122,0,55,"Darrowshire",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2263,0,139,849,2.011734,0,0,89,0,777,24134,0,55,"Crown Guard Tower",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2264,0,139,850,2.003922,0,0,89,0,776,24168,0,57,"Corin's Crossing",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2265,0,139,851,2.003922,0,0,0,0,0,24201,0,0,"Death Cultist Base Camp",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2266,0,139,852,2.003922,0,0,0,0,781,24241,0,55,"Tyr's Hand",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2267,0,139,853,2.003922,0,0,0,0,0,24262,0,0,"The Scarlet Basilica",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2268,0,139,854,2.503922,0,0,0,0,779,24302,0,58,"Light's Hope Chapel",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2269,0,139,855,2.003922,0,0,89,0,776,24340,0,0,"Browman Mill",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2270,0,139,856,2.003922,0,0,0,0,0,24365,0,58,"The Noxious Glade",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2271,0,139,857,2.011734,0,0,89,0,777,24399,0,56,"Eastwall Tower",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2272,0,139,858,2.003922,0,0,0,0,776,24428,0,58,"Northdale",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2273,0,139,859,2.003922,0,0,0,0,784,24438,0,57,"Zul'Mashar",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2274,0,139,860,2.003922,0,0,0,0,0,24449,0,0,"Mazra'Alor",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2275,0,139,861,2.011734,0,0,0,0,777,24460,0,56,"Northpass Tower",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2276,0,139,862,2.003922,0,0,0,0,780,24491,0,59,"Quel'Lithien Lodge",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2277,0,139,863,2.003922,0,0,0,0,0,24528,0,55,"Plaguewood",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2278,0,139,864,2.003922,0,0,0,0,0,24539,0,0,"Scourgehold",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2279,0,139,865,2.003922,0,0,0,37,782,22511,0,55,"Stratholme",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2280,0,0,866,16448,0,0,89,0,0,24551,0,0,"DO NOT USE",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2297,0,28,867,2.003922,0,0,89,37,670,24571,0,55,"Darrowmere Lake",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2298,0,28,868,2.003922,0,0,89,37,670,24602,0,55,"Caer Darrow",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2299,0,139,869,2.003922,0,0,89,0,0,24571,0,0,"Darrowmere Lake",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2300,1,440,870,2.003922,0,0,89,0,0,22227,0,50,"Caverns of Time",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2301,1,331,871,2.003922,0,0,0,604,849,24625,0,23,"Thistlefur Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2302,1,15,872,2.003922,0,0,0,0,0,24662,0,39,"The Quagmire",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2303,1,400,873,2.003922,0,0,0,0,0,24687,0,27,"Windbreak Canyon",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2317,1,440,874,2.003922,0,0,0,24,0,24720,0,0,"South Seas",0,0,0,0,0,-520,0,0,15,0,0,675,0,0,0,0
2318,1,15,875,2.003922,0,0,0,567,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2319,1,17,876,2.003922,0,0,0,565,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2320,1,14,877,2.003922,0,0,0,567,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2321,1,16,878,2.003922,0,0,0,567,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2322,1,141,879,2.003922,0,0,0,567,0,11505,0,0,"The Veiled Sea",2,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2323,1,357,880,2.003922,0,0,0,565,0,11505,0,0,"The Veiled Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2324,1,405,881,2.003922,0,0,0,567,0,11505,0,0,"The Veiled Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2325,1,331,882,2.003922,0,0,0,567,0,11505,0,0,"The Veiled Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2326,1,148,883,2.003922,0,0,0,583,0,11505,0,0,"The Veiled Sea",2,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2337,1,14,884,2.253922,0,0,0,0,0,24741,0,0,"Razor Hill Barracks",4,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2338,0,5339,885,2.003922,0,0,0,567,0,24720,122,0,"South Seas",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2339,0,33,886,2.003922,0,0,0,567,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2357,1,331,887,2.003922,0,0,89,604,849,24779,0,0,"Bloodtooth Camp",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2358,1,331,888,2.003922,0,0,89,0,852,24810,0,0,"Forest Song",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2359,1,331,889,2.003922,0,0,0,604,849,24833,0,25,"Greenpaw Village",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2360,1,331,890,2.503922,0,0,0,0,0,24850,0,0,"Silverwing Outpost",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2361,1,493,891,2.503922,0,0,0,0,0,24887,705,15,"Nighthaven",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2362,1,493,892,2.003922,0,0,0,0,0,24898,706,0,"Shrine of Remulos",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2363,1,493,893,2.003922,0,0,0,0,828,24932,0,0,"Stormrage Barrow Dens",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2364,0,40,894,2.003922,0,0,0,565,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2365,0,11,895,2.003922,0,0,0,565,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2366,269,0,896,0,4,0,0,411,318,24974,0,0,"The Black Morass",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2367,560,0,897,0,4,0,0,31,325,25009,513,0,"Old Hillsbrad Foothills",0,0,0,0,0,-500,0.3,0,13,0,0,675,0,0,0,0
2368,560,2367,898,2,0,0,0,31,790,6492,0,0,"Tarren Mill",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2369,560,2367,899,2,0,0,0,31,0,25055,0,0,"Southshore",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2370,560,2367,900,2,0,0,89,31,788,6515,679,0,"Durnholde Keep",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2371,560,2367,901,2,0,0,89,31,0,6953,0,0,"Dun Garok",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2372,560,2367,902,2,0,0,0,31,0,25066,0,0,"Hillsbrad Fields",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2373,560,2367,903,2,0,0,89,31,0,7003,0,0,"Eastern Strand",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2374,560,2367,904,2,0,0,0,31,0,6922,0,0,"Nethander Stead",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2375,560,2367,905,2,0,0,89,31,0,17051,0,0,"Darrow Hill",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2376,560,2367,906,2,0,0,0,31,0,25083,0,0,"Southpoint Tower",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2377,560,2367,907,2,0,0,0,31,0,6972,0,0,"Thoradin's Wall",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2378,560,2367,908,2,0,0,0,31,0,7032,0,0,"Western Strand",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2379,560,2367,909,2,0,0,89,31,0,6893,678,0,"Azurelode Mine",0,0,0,0,0,-500,0.6,0,13,0,0,675,0,0,0,0
2397,0,267,910,2.003922,0,0,0,565,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2398,0,130,911,2.003922,0,0,0,565,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2399,0,85,912,2.003922,0,0,0,565,0,4850,0,0,"The Great Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2400,0,47,913,2.003922,0,0,0,0,0,7393,0,0,"The Forbidding Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2401,0,45,914,2.003922,0,0,0,565,0,7393,0,0,"The Forbidding Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2402,0,11,915,2.003922,0,0,0,0,0,7393,0,0,"The Forbidding Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2403,0,8,916,2.003922,0,0,0,0,0,7393,0,0,"The Forbidding Sea",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2404,1,405,917,2.003922,0,0,0,0,0,25116,0,30,"Tethris Aran",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2405,1,405,918,2.003922,0,0,89,589,881,25141,0,32,"Ethel Rethor",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2406,1,405,919,2.003922,0,0,0,567,885,25166,0,35,"Ranazjar Isle",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
2407,1,405,920,2.003922,0,0,0,589,881,25193,0,32,"Kormek's Hut",0,0,0,0,0,-500,0,0,15,0,0,675,0,0,0,0
